scenario,run_id,d_i_s_per_veh_Koteshwor,d_i_s_per_veh_Tinkune South,d_i_s_per_veh_Tinkune West,d_i_s_per_veh_Tinkune North,d_i_s_per_veh_New Baneshwor,d_i_s_per_veh_Maitighar,d_i_s_per_veh_Thapathali,d_i_s_per_veh_Tripureshwor,d_i_s_per_veh_Kalimati,d_i_s_per_veh_Shahid Gate,d_i_s_per_veh_Jadhibuti,T_c_min_eastbound_Tripureshwor_to_Jadhibuti,T_c_min_westbound_Jadhibuti_to_Tripureshwor,T_c_min_route_edges_east,T_c_min_route_edges_west,H_cordon_pcu_0811,t_diss_prepeak_ref_m,D_net_veh_h,scale,p_r,seed,sch,pt,dt,m,delta_pct_d_i_s_per_veh_Koteshwor,delta_pct_d_i_s_per_veh_Tinkune South,delta_pct_d_i_s_per_veh_Tinkune West,delta_pct_d_i_s_per_veh_Tinkune North,delta_pct_d_i_s_per_veh_New Baneshwor,delta_pct_d_i_s_per_veh_Maitighar,delta_pct_d_i_s_per_veh_Thapathali,delta_pct_d_i_s_per_veh_Tripureshwor,delta_pct_d_i_s_per_veh_Kalimati,delta_pct_d_i_s_per_veh_Shahid Gate,delta_pct_d_i_s_per_veh_Jadhibuti,delta_pct_T_c_min_eastbound_Tripureshwor_to_Jadhibuti,delta_pct_T_c_min_westbound_Jadhibuti_to_Tripureshwor,delta_pct_T_c_min_route_edges_east,delta_pct_T_c_min_route_edges_west,delta_pct_H_cordon_pcu_0811,delta_pct_D_net_veh_h,delta_pct_scale
s3-joint,pt0.1_dt-30_m0.15_seed136,3.0,0.4,0.1,0.3,0.1,29.1,4.6,3.9,1.2,2.9,0.2,5.9,5.0,94,88,253607.0,0.0,958.0,0.55,,136.0,,0.1,-30.0,0.15,-14.285714285714285,0.0,0.0,-25.000000000000007,-98.21428571428572,-72.59887005649716,-78.80184331797237,-69.76744186046511,-83.56164383561644,-91.13149847094802,0.0,-28.04878048780487,-10.714285714285708,0.0,0.0,18.05668053887477,-87.35647353833971,0.0
s3-joint,pt0.1_dt-30_m0.15_seed143,3.1,0.4,0.1,0.3,0.1,49.4,4.1,3.6,1.1,3.1,0.2,6.0,5.0,94,88,250485.0,0.0,1428.0,0.55,,143.0,,0.1,-30.0,0.15,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-53.483992467043315,-81.10599078341014,-72.09302325581396,-84.93150684931507,-90.51987767584097,0.0,-26.829268292682922,-10.714285714285708,0.0,0.0,16.603357260564756,-81.1534908275043,0.0
s3-joint,pt0.1_dt-30_m0.15_seed150,3.1,0.4,0.1,0.3,0.1,55.1,10.6,26.4,1.2,3.3,0.2,7.9,5.3,94,88,244690.0,0.0,2111.0,0.55,,150.0,,0.1,-30.0,0.15,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-48.11676082862524,-51.1520737327189,104.65116279069765,-83.56164383561644,-89.90825688073394,0.0,-3.658536585365841,-5.357142857142854,0.0,0.0,13.905724846148834,-72.13936914346047,0.0
s3-joint,pt0.1_dt-30_m0.15_seed157,3.0,0.4,0.1,0.3,0.1,45.3,6.6,3.8,1.0,2.9,0.2,6.0,5.0,94,88,248839.0,0.0,1310.0,0.55,,157.0,,0.1,-30.0,0.15,-14.285714285714285,0.0,0.0,-25.000000000000007,-98.21428571428572,-57.34463276836158,-69.5852534562212,-70.54263565891475,-86.3013698630137,-91.13149847094802,0.0,-26.829268292682922,-10.714285714285708,0.0,0.0,15.837127242596058,-82.71083542299063,0.0
s3-joint,pt0.1_dt-30_m0.15_seed164,3.3,0.4,0.1,0.4,0.1,38.1,5.2,8.8,1.3,3.2,0.2,6.4,5.1,94,88,250762.0,0.0,1365.0,0.55,,164.0,,0.1,-30.0,0.15,-5.71428571428572,0.0,0.0,0.0,-98.21428571428572,-64.12429378531073,-76.036866359447,-31.782945736434105,-82.19178082191782,-90.21406727828747,0.0,-21.95121951219511,-8.928571428571429,0.0,0.0,16.732303624463498,-81.98495446746733,0.0
s3-joint,pt0.1_dt-30_m0.15_seed171,3.1,0.4,0.1,0.2,0.1,40.0,6.7,15.0,1.4,3.9,0.2,6.9,5.1,94,88,243526.0,0.0,1944.0,0.55,,171.0,,0.1,-30.0,0.15,-11.428571428571425,0.0,0.0,-50.0,-98.21428571428572,-62.335216572504706,-69.12442396313364,16.279069767441857,-80.82191780821918,-88.07339449541286,0.0,-15.853658536585355,-8.928571428571429,0.0,0.0,13.363870811570724,-74.34340768114029,0.0
s3-joint,pt0.1_dt-30_m0.15_seed178,3.2,0.4,0.1,0.3,0.1,69.6,6.1,3.8,1.1,3.0,0.2,6.1,5.0,94,88,244406.0,0.0,1618.0,0.55,,178.0,,0.1,-30.0,0.15,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-34.463276836158194,-71.88940092165899,-70.54263565891475,-84.93150684931507,-90.82568807339449,0.0,-25.609756097560975,-10.714285714285708,0.0,0.0,13.7735199098772,-78.64590207206018,0.0
s3-joint,pt0.1_dt-30_m0.15_seed185,3.4,0.4,0.1,0.3,0.1,59.2,7.4,9.6,0.9,3.3,0.3,6.6,5.0,94,88,243909.0,0.0,2124.0,0.55,,185.0,,0.1,-30.0,0.15,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-44.25612052730697,-65.89861751152073,-25.581395348837216,-87.67123287671232,-89.90825688073394,49.999999999999986,-19.51219512195122,-10.714285714285708,0.0,0.0,13.542161271401836,-71.96779728124586,0.0
s3-joint,pt0.1_dt-30_m0.15_seed192,2.9,0.4,0.1,0.3,0.1,29.2,0.2,2.3,1.4,3.0,0.2,5.3,5.0,94,88,255887.0,0.0,757.0,0.55,,192.0,,0.1,-30.0,0.15,-17.142857142857146,0.0,0.0,-25.000000000000007,-98.21428571428572,-72.50470809792844,-99.07834101382488,-82.17054263565893,-80.82191780821918,-90.82568807339449,0.0,-35.36585365853659,-10.714285714285708,0.0,0.0,19.118044111759723,-90.00923848488847,0.0
s3-joint,pt0.1_dt-30_m0.15_seed199,3.1,0.4,0.1,0.3,0.1,31.9,1.2,2.2,1.1,3.1,0.2,5.4,5.0,94,88,251213.0,0.0,1123.0,0.55,,199.0,,0.1,-30.0,0.15,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-69.96233521657251,-94.47004608294931,-82.94573643410853,-84.93150684931507,-90.51987767584097,0.0,-34.14634146341463,-10.714285714285708,0.0,0.0,16.94224878734557,-85.17883067176983,0.0
s3-joint,pt0.1_dt-30_m0.15_seed206,3.2,0.4,0.1,0.3,0.1,43.7,5.6,6.9,1.2,3.1,0.2,6.3,5.0,94,88,249319.0,0.0,1534.0,0.55,,206.0,,0.1,-30.0,0.15,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-58.8512241054614,-74.19354838709678,-46.51162790697674,-83.56164383561644,-90.51987767584097,0.0,-23.170731707317067,-10.714285714285708,0.0,0.0,16.06057220530868,-79.75452025867757,0.0
s3-joint,pt0.1_dt-30_m0.15_seed213,3.1,0.4,0.1,0.3,0.1,49.4,6.1,18.5,1.0,3.0,0.2,7.2,5.0,94,88,246832.0,0.0,1631.0,0.55,,213.0,,0.1,-30.0,0.15,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-53.483992467043315,-71.88940092165899,43.410852713178286,-86.3013698630137,-90.82568807339449,0.0,-12.195121951219502,-10.714285714285708,0.0,0.0,14.902847992253909,-78.47433020984559,0.0
s3-joint,pt0.1_dt-30_m0.15_seed220,2.9,0.4,0.1,0.3,0.1,54.7,4.5,11.6,1.5,5.6,0.2,6.9,5.0,94,88,242698.0,0.0,2194.0,0.55,,220.0,,0.1,-30.0,0.15,-17.142857142857146,0.0,0.0,-25.000000000000007,-98.21428571428572,-48.49340866290019,-79.26267281105991,-10.077519379844967,-79.45205479452055,-82.87461773700305,0.0,-15.853658536585355,-10.714285714285708,0.0,0.0,12.978428250891453,-71.04394879239806,0.0
s3-joint,pt0.1_dt-30_m0.15_seed227,3.3,0.4,0.1,0.3,0.1,50.8,6.1,3.6,1.3,3.0,0.2,6.0,5.3,94,88,245748.0,0.0,1507.0,0.55,,227.0,,0.1,-30.0,0.15,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-52.16572504708098,-71.88940092165899,-72.09302325581396,-82.19178082191782,-90.82568807339449,0.0,-26.829268292682922,-5.357142857142854,0.0,0.0,14.39823478479457,-80.11086181866173,0.0
s3-joint,pt0.1_dt-30_m0.15_seed234,3.1,0.4,0.1,0.3,0.1,38.2,2.2,2.3,1.0,3.1,0.2,5.5,5.0,94,88,252046.0,0.0,1057.0,0.55,,234.0,,0.1,-30.0,0.15,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-64.030131826742,-89.86175115207374,-82.17054263565893,-86.3013698630137,-90.51987767584097,0.0,-32.92682926829268,-10.714285714285708,0.0,0.0,17.33001889971976,-86.04988781839779,0.0
s3-joint,pt0.1_dt-30_m0.15_seed241,2.9,0.4,0.1,0.3,0.1,58.8,8.1,13.3,1.0,3.0,0.2,6.8,5.1,94,88,242315.0,0.0,1855.0,0.55,,241.0,,0.1,-30.0,0.15,-17.142857142857146,0.0,0.0,-25.000000000000007,-98.21428571428572,-44.632768361581924,-62.67281105990783,3.1007751937984525,-86.3013698630137,-90.82568807339449,0.0,-17.073170731707314,-8.928571428571429,0.0,0.0,12.80013779106034,-75.51801504553252,0.0
s3-joint,pt0.1_dt-30_m0.15_seed248,3.1,0.4,0.1,0.3,0.1,41.7,7.3,6.1,1.0,3.0,0.2,6.2,5.0,94,88,247323.0,0.0,1506.0,0.55,,248.0,,0.1,-30.0,0.15,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-60.73446327683616,-66.35944700460828,-52.71317829457365,-86.3013698630137,-90.82568807339449,0.0,-24.390243902439014,-10.714285714285708,0.0,0.0,15.13141356869536,-80.12405965421671,0.0
s3-joint,pt0.1_dt-30_m0.15_seed255,3.0,0.4,0.1,0.3,0.1,45.1,5.8,3.9,1.1,3.0,0.2,6.1,5.0,94,88,247793.0,0.0,1365.0,0.55,,255.0,,0.1,-30.0,0.15,-14.285714285714285,0.0,0.0,-25.000000000000007,-98.21428571428572,-57.53295668549906,-73.27188940092165,-69.76744186046511,-84.93150684931507,-90.82568807339449,0.0,-25.609756097560975,-10.714285714285708,0.0,0.0,15.350203428018135,-81.98495446746733,0.0
s3-joint,pt0.1_dt-30_m0.15_seed262,3.2,0.4,0.1,0.3,0.1,26.0,0.4,2.4,1.0,3.1,0.2,5.3,5.0,94,88,251465.0,0.0,864.0,0.55,,262.0,,0.1,-30.0,0.15,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-75.51789077212806,-98.15668202764978,-81.3953488372093,-86.3013698630137,-90.51987767584097,0.0,-35.36585365853659,-10.714285714285708,0.0,0.0,17.059557392769694,-88.5970700805068,0.0
s3-joint,pt0.1_dt-30_m0.1_seed101,3.2,0.4,0.1,0.3,0.1,80.2,11.2,7.1,1.2,2.9,0.2,6.6,5.1,94,88,237825.0,0.0,2773.0,0.55,,101.0,,0.1,-30.0,0.1,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-24.48210922787194,-48.38709677419355,-44.96124031007752,-83.56164383561644,-91.13149847094802,0.0,-19.51219512195122,-8.928571428571429,0.0,0.0,10.709996369019356,-63.402402006071,0.0
s3-joint,pt0.1_dt-30_m0.1_seed108,3.3,0.4,0.1,0.3,0.1,57.5,11.3,5.5,1.4,14.9,0.2,6.8,5.7,94,88,233849.0,0.0,3484.0,0.55,,108.0,,0.1,-30.0,0.1,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-45.856873822975516,-47.926267281105986,-57.36434108527132,-80.82191780821918,-54.434250764526006,0.0,-17.073170731707314,1.7857142857142954,0.0,0.0,8.859127261216472,-54.01874092648805,0.0
s3-joint,pt0.1_dt-30_m0.1_seed115,3.1,0.5,0.1,0.3,0.1,61.6,9.7,27.7,1.2,3.0,0.2,7.9,5.1,94,88,241464.0,0.0,2533.0,0.55,,115.0,,0.1,-30.0,0.1,-11.428571428571425,24.999999999999993,0.0,-25.000000000000007,-98.21428571428572,-41.99623352165725,-55.29953917050692,114.72868217054261,-83.56164383561644,-90.82568807339449,0.0,-3.658536585365841,-8.928571428571429,0.0,0.0,12.403988492584421,-66.56988253926356,0.0
s3-joint,pt0.1_dt-30_m0.1_seed122,3.1,0.4,0.1,0.3,0.1,60.4,4.1,6.7,1.3,3.2,0.2,6.3,5.0,94,88,246706.0,0.0,2152.0,0.55,,122.0,,0.1,-30.0,0.1,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-43.12617702448211,-81.10599078341014,-48.06201550387597,-82.19178082191782,-90.21406727828747,0.0,-23.170731707317067,-10.714285714285708,0.0,0.0,14.844193689541846,-71.59825788570674,0.0
s3-joint,pt0.1_dt-30_m0.1_seed129,3.2,0.4,0.1,0.3,0.1,59.4,6.5,6.8,1.3,14.6,0.2,6.7,5.0,94,88,235151.0,0.0,3600.0,0.55,,129.0,,0.1,-30.0,0.1,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-44.067796610169495,-70.04608294930875,-47.286821705426355,-82.19178082191782,-55.35168195718655,0.0,-18.292682926829258,-10.714285714285708,0.0,0.0,9.465221722574459,-52.487792002111654,0.0
s3-joint,pt0.1_dt-30_m0.1_seed136,3.3,0.4,0.1,0.3,1.7,73.9,10.7,6.4,1.3,2.8,0.2,6.7,5.1,94,88,234363.0,0.0,2964.0,0.55,,136.0,,0.1,-30.0,0.1,-5.71428571428572,0.0,0.0,-25.000000000000007,-69.64285714285714,-30.414312617702443,-50.69124423963134,-50.3875968992248,-82.19178082191782,-91.43730886850153,0.0,-18.292682926829258,-8.928571428571429,0.0,0.0,9.09839957545457,-60.881615415071934,0.0
s3-joint,pt0.1_dt-30_m0.1_seed143,3.1,0.4,0.1,0.3,3.2,147.2,24.2,13.1,3.3,2.8,0.2,7.9,6.1,94,88,223288.0,0.0,4695.0,0.55,,143.0,,0.1,-30.0,0.1,-11.428571428571425,0.0,0.0,-25.000000000000007,-42.85714285714285,38.606403013182664,11.52073732718894,1.5503875968992191,-54.794520547945204,-91.43730886850153,0.0,-3.658536585365841,8.928571428571429,0.0,0.0,3.942872571199806,-38.03616206942061,0.0
s3-joint,pt0.1_dt-30_m0.1_seed150,3.3,0.4,0.1,0.3,0.1,83.5,18.5,24.2,6.6,12.7,0.2,8.5,5.2,94,88,231651.0,0.0,4488.0,0.55,,150.0,,0.1,-30.0,0.1,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-21.374764595103578,-14.74654377880184,87.5968992248062,-9.589041095890414,-61.16207951070337,0.0,3.6585365853658622,-7.142857142857134,0.0,0.0,7.835935536128257,-40.7681140292992,0.0
s3-joint,pt0.1_dt-30_m0.1_seed157,3.4,0.4,0.1,0.3,0.1,75.5,13.8,17.0,1.0,8.4,0.2,7.7,5.1,94,88,235697.0,0.0,3261.0,0.55,,157.0,,0.1,-30.0,0.1,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-28.907721280602637,-36.405529953917046,31.782945736434105,-86.3013698630137,-74.3119266055046,0.0,-6.0975609756097455,-8.928571428571429,0.0,0.0,9.719390367660067,-56.96185825524614,0.0
s3-joint,pt0.1_dt-30_m0.1_seed164,3.3,0.4,0.1,0.2,0.1,72.5,13.8,15.9,1.1,8.3,0.2,7.4,5.1,94,88,235700.0,0.0,3318.0,0.55,,164.0,,0.1,-30.0,0.1,-5.71428571428572,0.0,0.0,-50.0,-98.21428571428572,-31.732580037664786,-36.405529953917046,23.25581395348837,-84.93150684931507,-74.61773700305811,0.0,-9.756097560975597,-8.928571428571429,0.0,0.0,9.72078689867702,-56.2095816286129,0.0
s3-joint,pt0.1_dt-30_m0.1_seed171,3.3,0.4,0.1,0.3,0.1,70.1,11.7,18.6,1.1,9.1,0.3,7.6,5.4,94,88,236778.0,0.0,3344.0,0.55,,171.0,,0.1,-30.0,0.1,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-33.992467043314505,-46.08294930875576,44.186046511627914,-84.93150684931507,-72.17125382262996,49.999999999999986,-7.317073170731704,-3.5714285714285587,0.0,0.0,10.22260704410245,-55.86643790418372,0.0
s3-joint,pt0.1_dt-30_m0.1_seed178,3.1,0.4,0.1,0.2,0.1,70.7,19.4,18.4,1.3,4.7,0.2,7.7,6.0,94,88,238635.0,0.0,3419.0,0.55,,178.0,,0.1,-30.0,0.1,-11.428571428571425,0.0,0.0,-50.0,-98.21428571428572,-33.42749529190207,-10.59907834101383,42.635658914728666,-82.19178082191782,-85.62691131498471,0.0,-6.0975609756097455,7.1428571428571495,0.0,0.0,11.087059743596905,-54.876600237561036,0.0
s3-joint,pt0.1_dt-30_m0.1_seed185,3.2,0.4,0.1,0.3,0.1,79.6,12.4,12.3,1.2,3.1,0.3,7.1,5.0,94,88,235147.0,0.0,3375.0,0.55,,185.0,,0.1,-30.0,0.1,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-25.047080979284374,-42.857142857142854,-4.651162790697672,-83.56164383561644,-90.51987767584097,49.999999999999986,-13.414634146341461,-10.714285714285708,0.0,0.0,9.46335968121852,-55.45730500197968,0.0
s3-joint,pt0.1_dt-30_m0.1_seed192,3.2,0.4,0.1,0.3,0.1,44.8,2.2,2.5,1.1,2.9,0.2,5.5,5.0,94,88,250531.0,0.0,1472.0,0.55,,192.0,,0.1,-30.0,0.1,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-57.81544256120527,-89.86175115207374,-80.62015503875969,-84.93150684931507,-91.13149847094802,0.0,-32.92682926829268,-10.714285714285708,0.0,0.0,16.62477073615805,-80.57278606308566,0.0
s3-joint,pt0.1_dt-30_m0.1_seed199,2.9,0.4,0.1,0.2,2.2,141.1,19.5,11.5,4.3,2.8,0.2,7.7,5.9,94,88,224807.0,0.0,4876.0,0.55,,199.0,,0.1,-30.0,0.1,-17.142857142857146,0.0,0.0,-50.0,-60.71428571428571,32.86252354048963,-10.138248847926265,-10.852713178294577,-41.09589041095891,-91.43730886850153,0.0,-6.0975609756097455,5.35714285714287,0.0,0.0,4.649982776117458,-35.64735383397123,0.0
s3-joint,pt0.1_dt-30_m0.1_seed206,3.0,0.4,0.1,0.3,2.0,98.4,18.1,11.1,1.3,2.6,0.2,7.0,5.9,94,88,229290.0,0.0,3366.0,0.55,,206.0,,0.1,-30.0,0.1,-14.285714285714285,0.0,0.0,-25.000000000000007,-64.28571428571428,-7.3446327683615795,-16.589861751152064,-13.953488372093029,-82.19178082191782,-92.04892966360856,0.0,-14.634146341463408,5.35714285714287,0.0,0.0,6.736865625785549,-55.57608552197439,0.0
s3-joint,pt0.1_dt-30_m0.1_seed213,3.1,0.4,0.1,0.3,0.1,75.3,15.8,24.3,1.1,10.9,0.2,8.0,5.3,94,88,235735.0,0.0,3787.0,0.55,,213.0,,0.1,-30.0,0.1,-11.428571428571425,0.0,0.0,-25.000000000000007,-98.21428571428572,-29.096045197740118,-27.188940092165893,88.37209302325581,-84.93150684931507,-66.66666666666667,0.0,-2.439024390243894,-5.357142857142854,0.0,0.0,9.737079760541482,-50.01979675333246,0.0
s3-joint,pt0.1_dt-30_m0.1_seed220,3.4,0.4,0.1,0.3,0.1,102.8,24.0,16.0,6.9,9.1,0.2,8.2,5.5,94,88,224811.0,0.0,5319.0,0.55,,220.0,,0.1,-30.0,0.1,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-3.201506591337105,10.59907834101383,24.03100775193798,-5.479452054794513,-72.17125382262996,0.0,0.0,-1.7857142857142794,0.0,0.0,4.651844817473396,-29.80071268311997,0.0
s3-joint,pt0.1_dt-30_m0.1_seed227,3.2,0.5,0.1,0.4,0.1,47.5,9.1,16.8,1.3,5.9,0.2,7.3,5.0,94,88,244138.0,0.0,2365.0,0.55,,227.0,,0.1,-30.0,0.1,-8.571428571428566,24.999999999999993,0.0,0.0,-98.21428571428572,-55.27306967984934,-58.06451612903226,30.232558139534888,-82.19178082191782,-81.9571865443425,0.0,-10.975609756097555,-10.714285714285708,0.0,0.0,13.648763139029318,-68.78711891249834,0.0
s3-joint,pt0.1_dt-30_m0.1_seed234,3.4,0.4,0.1,0.3,0.1,55.2,7.6,10.9,1.1,5.8,0.2,6.6,5.0,94,88,244822.0,0.0,2346.0,0.55,,234.0,,0.1,-30.0,0.1,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-48.02259887005649,-64.97695852534562,-15.503875968992247,-84.93150684931507,-82.26299694189603,0.0,-19.51219512195122,-10.714285714285708,0.0,0.0,13.967172210894804,-69.03787778804275,0.0
s3-joint,pt0.1_dt-30_m0.1_seed241,3.4,0.4,0.1,0.2,0.1,59.1,16.6,27.6,2.4,10.9,0.2,8.5,5.1,94,88,234243.0,0.0,3551.0,0.55,,241.0,,0.1,-30.0,0.1,-2.85714285714286,0.0,0.0,-50.0,-98.21428571428572,-44.35028248587571,-23.502304147465427,113.95348837209302,-67.12328767123287,-66.66666666666667,0.0,3.6585365853658622,-8.928571428571429,0.0,0.0,9.042538334776415,-53.13448594430513,0.0
s3-joint,pt0.1_dt-30_m0.1_seed248,3.2,0.4,0.1,0.3,0.1,52.9,10.6,21.0,1.4,3.2,0.3,7.5,5.1,94,88,244785.0,0.0,2099.0,0.55,,248.0,,0.1,-30.0,0.1,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-50.18832391713748,-51.1520737327189,62.7906976744186,-80.82191780821918,-90.21406727828747,49.999999999999986,-8.53658536585365,-8.928571428571429,0.0,0.0,13.949948328352374,-72.2977431701201,0.0
s3-joint,pt0.1_dt-30_m0.1_seed255,3.3,0.4,0.1,0.3,0.1,52.1,5.2,6.2,1.2,3.0,0.2,6.1,5.0,94,88,246143.0,0.0,2087.0,0.55,,255.0,,0.1,-30.0,0.1,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-50.941619585687384,-76.036866359447,-51.93798449612403,-83.56164383561644,-90.82568807339449,0.0,-25.609756097560975,-10.714285714285708,0.0,0.0,14.582111368693498,-72.45611719677973,0.0
s3-joint,pt0.1_dt-30_m0.1_seed262,2.8,0.4,0.1,0.2,2.6,126.0,14.9,10.8,1.3,3.0,0.2,7.2,5.1,94,88,226206.0,0.0,4340.0,0.55,,262.0,,0.1,-30.0,0.1,-20.000000000000004,0.0,0.0,-50.0,-53.57142857142857,18.644067796610166,-31.336405529953915,-16.279069767441857,-82.19178082191782,-90.82568807339449,0.0,-12.195121951219502,-8.928571428571429,0.0,0.0,5.301231740356953,-42.721393691434606,0.0
s3-joint,pt0.25_dt-15_m0.05_seed101,3.3,0.4,0.1,0.3,2.8,180.2,59.7,66.8,13.0,5.6,0.3,15.5,7.9,94,88,209388.0,0.0,9344.0,0.55,,101.0,,0.25,-15.0,0.05,-5.71428571428572,0.0,0.0,-25.000000000000007,-50.0,69.67984934086627,175.1152073732719,417.829457364341,78.08219178082192,-82.87461773700305,49.999999999999986,89.02439024390245,41.071428571428584,0.0,0.0,-2.527721140686535,23.320575425630196,0.0
s3-joint,pt0.25_dt-15_m0.05_seed108,3.7,0.4,0.1,0.2,0.1,105.8,25.4,20.6,5.8,17.6,0.2,8.7,5.6,94,88,224074.0,0.0,5944.0,0.55,,108.0,,0.25,-15.0,0.05,5.71428571428572,0.0,0.0,-50.0,-98.21428571428572,-0.3766478342749583,17.05069124423963,59.68992248062016,-20.547945205479454,-46.17737003058104,0.0,6.097560975609757,0.0,0.0,0.0,4.308763697641725,-21.552065461264352,0.0
s3-joint,pt0.25_dt-15_m0.05_seed115,3.3,0.4,0.1,0.4,1.9,155.1,37.1,24.3,8.0,41.0,0.3,10.2,6.3,94,88,212517.0,0.0,8666.0,0.55,,115.0,,0.25,-15.0,0.05,-5.71428571428572,0.0,0.0,0.0,-66.07142857142857,46.04519774011299,70.96774193548389,88.37209302325581,9.589041095890414,25.382262996941883,49.999999999999986,24.39024390243903,12.500000000000004,0.0,0.0,-1.071139290003631,14.372442919361225,0.0
s3-joint,pt0.25_dt-15_m0.05_seed122,13.8,5.7,1.6,0.4,37.2,274.7,65.5,30.1,16.4,11.1,2.4,19.1,8.7,94,88,184684.0,0.0,12274.0,0.55,,122.0,,0.25,-15.0,0.05,294.28571428571433,1324.9999999999998,1500.0,0.0,564.2857142857143,158.66290018832393,201.84331797235023,133.33333333333334,124.65753424657531,-66.05504587155964,1099.9999999999998,132.92682926829272,55.35714285714285,0.0,0.0,-14.027688554962806,61.990233601689326,0.0
s3-joint,pt0.25_dt-15_m0.05_seed129,3.7,0.4,0.1,0.4,7.9,141.5,37.1,19.7,11.4,30.3,0.3,9.8,6.6,94,88,211316.0,0.0,8270.0,0.55,,129.0,,0.25,-15.0,0.05,5.71428571428572,0.0,0.0,0.0,41.071428571428584,33.239171374764595,70.96774193548389,52.71317829457364,56.16438356164385,-7.339449541284409,49.999999999999986,19.51219512195124,17.857142857142858,0.0,0.0,-1.6302172071241703,9.146100039593506,0.0
s3-joint,pt0.25_dt-15_m0.05_seed136,3.4,0.4,0.1,0.2,0.1,97.1,11.8,8.2,1.5,23.8,0.3,6.2,6.7,94,88,224862.0,0.0,5881.0,0.55,,136.0,,0.25,-15.0,0.05,-2.85714285714286,0.0,0.0,-50.0,-98.21428571428572,-8.568738229755187,-45.6221198156682,-36.43410852713179,-79.45205479452055,-27.217125382263003,49.999999999999986,-24.390243902439014,19.642857142857153,0.0,0.0,4.6755858447616125,-22.3835291012274,0.0
s3-joint,pt0.25_dt-15_m0.05_seed143,13.7,4.7,2.0,0.4,34.8,237.3,51.5,25.2,15.8,11.7,1.6,15.1,6.7,94,88,189957.0,0.0,11346.0,0.55,,143.0,,0.25,-15.0,0.05,291.4285714285714,1074.9999999999998,1899.9999999999995,0.0,521.4285714285713,123.44632768361583,137.32718894009219,95.34883720930232,116.43835616438356,-64.22018348623854,700.0,84.14634146341464,19.642857142857153,0.0,0.0,-11.573052537496858,49.742642206678106,0.0
s3-joint,pt0.25_dt-15_m0.05_seed150,3.5,0.4,0.1,0.2,0.6,159.0,22.4,15.1,3.7,35.7,0.2,8.5,6.4,94,88,215587.0,0.0,7921.0,0.55,,150.0,,0.25,-15.0,0.05,0.0,0.0,0.0,-50.0,-89.28571428571429,49.717514124293785,3.2258064516129004,17.054263565891468,-49.31506849315068,9.174311926605503,0.0,3.6585365853658622,14.285714285714299,0.0,0.0,0.3579774506791796,4.540055430909331,0.0
s3-joint,pt0.25_dt-15_m0.05_seed157,12.9,5.7,2.3,0.3,31.7,299.8,75.7,36.8,15.4,3.3,1.5,21.6,13.5,94,88,187162.0,0.0,12224.0,0.55,,157.0,,0.25,-15.0,0.05,268.5714285714286,1324.9999999999998,2199.9999999999995,-25.000000000000007,466.07142857142867,182.29755178907723,248.84792626728108,185.27131782945733,110.95890410958906,-89.90825688073394,650.0,163.41463414634148,141.07142857142858,0.0,0.0,-12.874153934958896,61.33034182394087,0.0
s3-joint,pt0.25_dt-15_m0.05_seed164,3.4,0.4,0.1,0.3,3.3,114.6,25.2,15.8,3.0,41.0,0.3,8.7,8.4,94,88,210442.0,0.0,8601.0,0.55,,164.0,,0.25,-15.0,0.05,-2.85714285714286,0.0,0.0,-25.000000000000007,-41.07142857142857,7.909604519774003,16.129032258064516,22.48062015503876,-58.9041095890411,25.382262996941883,49.999999999999986,6.097560975609757,50.000000000000014,0.0,0.0,-2.0370732433967356,13.514583608288241,0.0
