scenario,run_id,d_i_s_per_veh_Koteshwor,d_i_s_per_veh_Tinkune South,d_i_s_per_veh_Tinkune West,d_i_s_per_veh_Tinkune North,d_i_s_per_veh_New Baneshwor,d_i_s_per_veh_Maitighar,d_i_s_per_veh_Thapathali,d_i_s_per_veh_Tripureshwor,d_i_s_per_veh_Kalimati,d_i_s_per_veh_Shahid Gate,d_i_s_per_veh_Jadhibuti,T_c_min_eastbound_Tripureshwor_to_Jadhibuti,T_c_min_westbound_Jadhibuti_to_Tripureshwor,T_c_min_route_edges_east,T_c_min_route_edges_west,H_cordon_pcu_0811,t_diss_prepeak_ref_m,D_net_veh_h,scale,p_r,seed,sch,pt,dt,m,delta_pct_d_i_s_per_veh_Koteshwor,delta_pct_d_i_s_per_veh_Tinkune South,delta_pct_d_i_s_per_veh_Tinkune West,delta_pct_d_i_s_per_veh_Tinkune North,delta_pct_d_i_s_per_veh_New Baneshwor,delta_pct_d_i_s_per_veh_Maitighar,delta_pct_d_i_s_per_veh_Thapathali,delta_pct_d_i_s_per_veh_Tripureshwor,delta_pct_d_i_s_per_veh_Kalimati,delta_pct_d_i_s_per_veh_Shahid Gate,delta_pct_d_i_s_per_veh_Jadhibuti,delta_pct_T_c_min_eastbound_Tripureshwor_to_Jadhibuti,delta_pct_T_c_min_westbound_Jadhibuti_to_Tripureshwor,delta_pct_T_c_min_route_edges_east,delta_pct_T_c_min_route_edges_west,delta_pct_H_cordon_pcu_0811,delta_pct_D_net_veh_h,delta_pct_scale
baseline,baseline,3.5,0.4,0.1,0.4,5.6,106.2,21.7,12.9,7.3,32.7,0.2,8.2,5.6,94,88,214818.0,0.0,7577.0,0.55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s0-spatial-control,p_r0.05_seed101,3.5,0.4,0.1,0.2,2.1,91.6,14.0,6.5,1.5,23.4,0.2,6.8,5.6,94,88,223314.0,0.0,5892.0,0.55,0.05,101.0,,,,,0.0,0.0,0.0,-50.0,-62.5,-13.74764595103579,-35.48387096774193,-49.6124031007752,-79.45205479452055,-28.440366972477076,0.0,-17.073170731707314,0.0,0.0,0.0,3.954975840013407,-22.238352910122742,0.0
s0-spatial-control,p_r0.05_seed108,3.5,0.4,0.1,0.2,0.4,104.2,32.1,13.0,6.9,16.5,0.2,8.1,6.6,94,88,223642.0,0.0,6046.0,0.55,0.05,108.0,,,,,0.0,0.0,0.0,-50.0,-92.85714285714285,-1.8832391713747645,47.926267281106,0.7751937984496096,-5.479452054794513,-49.54128440366973,0.0,-1.219512195121947,17.857142857142858,0.0,0.0,4.107663231200364,-20.205886234657516,0.0
s0-spatial-control,p_r0.05_seed115,3.4,0.4,0.1,0.3,3.8,97.3,20.6,16.5,4.8,23.1,0.2,7.9,5.5,94,88,220168.0,0.0,6321.0,0.55,0.05,115.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-32.14285714285714,-8.380414312617708,-5.069124423963125,27.90697674418604,-34.24657534246575,-29.357798165137616,0.0,-3.658536585365841,-1.7857142857142794,0.0,0.0,2.4904803135677644,-16.576481457041044,0.0
s0-spatial-control,p_r0.05_seed122,3.4,0.4,0.1,0.4,2.5,90.6,16.9,11.6,4.1,19.5,0.2,7.4,5.0,94,88,225664.0,0.0,5365.0,0.55,0.05,122.0,,,,,-2.85714285714286,0.0,0.0,0.0,-55.35714285714285,-14.689265536723173,-22.11981566820277,-10.077519379844967,-43.83561643835617,-40.36697247706423,0.0,-9.756097560975597,-10.714285714285708,0.0,0.0,5.048925136627284,-29.193612247591393,0.0
s0-spatial-control,p_r0.05_seed129,3.5,0.4,0.1,0.3,0.2,89.4,22.1,12.0,4.0,23.2,0.2,7.7,5.4,94,88,222567.0,0.0,6064.0,0.55,0.05,129.0,,,,,0.0,0.0,0.0,-25.000000000000007,-96.42857142857143,-15.819209039548019,1.8433179723502402,-6.976744186046514,-45.20547945205479,-29.05198776758411,0.0,-6.0975609756097455,-3.5714285714285587,0.0,0.0,3.6072396167918885,-19.968325194668076,0.0
s0-spatial-control,p_r0.05_seed136,3.5,0.4,0.1,0.3,5.8,109.2,30.1,17.3,7.0,12.7,0.2,8.4,6.0,94,88,220509.0,0.0,6633.0,0.55,0.05,136.0,,,,,0.0,0.0,0.0,-25.000000000000007,3.5714285714285747,2.824858757062147,38.70967741935485,34.10852713178294,-4.109589041095888,-61.16207951070337,0.0,2.4390243902439157,7.1428571428571495,0.0,0.0,2.649219339161523,-12.458756763890722,0.0
s0-spatial-control,p_r0.05_seed143,3.4,0.4,0.1,0.3,4.6,96.4,16.7,13.4,3.1,20.5,0.2,7.3,5.5,94,88,222865.0,0.0,5811.0,0.55,0.05,143.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-17.857142857142858,-9.227871939736344,-23.04147465437788,3.875968992248062,-57.534246575342465,-37.308868501529055,0.0,-10.975609756097555,-1.7857142857142794,0.0,0.0,3.745961697809309,-23.30737759007523,0.0
s0-spatial-control,p_r0.05_seed150,3.5,0.4,0.1,0.3,2.0,75.2,13.7,9.1,1.6,19.3,0.2,7.1,5.4,94,88,227452.0,0.0,5105.0,0.55,0.05,150.0,,,,,0.0,0.0,0.0,-25.000000000000007,-64.28571428571428,-29.19020715630885,-36.86635944700461,-29.457364341085274,-78.0821917808219,-40.97859327217125,0.0,-13.414634146341461,-3.5714285714285587,0.0,0.0,5.881257622731801,-32.62504949188333,0.0
s0-spatial-control,p_r0.05_seed157,3.5,0.7,0.6,0.3,26.9,138.1,32.2,17.0,7.9,13.0,0.2,8.7,6.2,94,88,207832.0,0.0,8054.0,0.55,0.05,157.0,,,,,0.0,74.99999999999997,500.0,-25.000000000000007,380.35714285714283,30.037664783427488,48.387096774193566,31.782945736434105,8.219178082191789,-60.24464831804281,0.0,6.097560975609757,10.714285714285724,0.0,0.0,-3.252055228146617,6.295367559720205,0.0
s0-spatial-control,p_r0.05_seed164,3.4,0.4,0.1,0.3,0.1,107.9,30.2,15.4,6.0,17.9,0.2,8.2,6.7,94,88,224897.0,0.0,6139.0,0.55,0.05,164.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,1.6007532956685524,39.1705069124424,19.37984496124031,-17.80821917808219,-45.2599388379205,0.0,0.0,19.642857142857153,0.0,0.0,4.691878706626074,-18.978487528045402,0.0
s0-spatial-control,p_r0.05_seed171,3.5,0.4,0.1,0.3,0.2,103.7,18.1,32.2,6.6,20.0,0.2,9.0,5.6,94,88,223348.0,0.0,5914.0,0.55,0.05,171.0,,,,,0.0,0.0,0.0,-25.000000000000007,-96.42857142857143,-2.354048964218456,-16.589861751152064,149.61240310077523,-9.589041095890414,-38.83792048929664,0.0,9.75609756097562,0.0,0.0,0.0,3.970803191538884,-21.948000527913422,0.0
s0-spatial-control,p_r0.05_seed178,3.5,0.4,0.1,0.3,0.2,110.7,18.2,13.2,4.6,23.5,0.2,7.7,5.5,94,88,221564.0,0.0,6174.0,0.55,0.05,178.0,,,,,0.0,0.0,0.0,-25.000000000000007,-96.42857142857143,4.23728813559322,-16.129032258064516,2.325581395348829,-36.986301369863014,-28.134556574923554,0.0,-6.0975609756097455,-1.7857142857142794,0.0,0.0,3.1403327467903064,-18.516563283621487,0.0
s0-spatial-control,p_r0.05_seed185,3.5,0.4,0.1,0.2,6.6,86.0,14.7,13.2,1.9,19.8,0.2,7.3,5.4,94,88,222472.0,0.0,5812.0,0.55,0.05,185.0,,,,,0.0,0.0,0.0,-50.0,17.857142857142858,-19.020715630885125,-32.25806451612903,2.325581395348829,-73.97260273972603,-39.44954128440367,0.0,-10.975609756097555,-3.5714285714285587,0.0,0.0,3.563016134588349,-23.294179754520258,0.0
s0-spatial-control,p_r0.05_seed192,3.4,0.4,0.1,0.3,1.4,129.3,20.5,15.5,6.3,24.1,0.2,8.0,5.7,94,88,219710.0,0.0,6546.0,0.55,0.05,192.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-74.99999999999999,21.75141242937854,-5.529953917050688,20.15503875968992,-13.698630136986301,-26.299694189602445,0.0,-2.439024390243894,1.7857142857142954,0.0,0.0,2.2772765783128044,-13.606968457173025,0.0
s0-spatial-control,p_r0.05_seed199,3.5,0.4,0.1,0.3,0.6,134.4,22.2,35.1,7.1,19.7,0.2,9.7,5.3,94,88,220613.0,0.0,6596.0,0.55,0.05,199.0,,,,,0.0,0.0,0.0,-25.000000000000007,-89.28571428571429,26.55367231638418,2.3041474654377883,172.09302325581396,-2.739726027397263,-39.755351681957194,0.0,18.292682926829272,-5.357142857142854,0.0,0.0,2.6976324144159243,-12.947076679424574,0.0
s0-spatial-control,p_r0.05_seed206,3.5,0.4,0.1,0.3,15.4,121.6,31.0,17.5,10.4,9.2,0.2,8.9,5.8,94,88,215813.0,0.0,7543.0,0.55,0.05,206.0,,,,,0.0,0.0,0.0,-25.000000000000007,175.00000000000003,14.500941619585678,42.85714285714286,35.65891472868217,42.46575342465754,-71.86544342507646,0.0,8.536585365853671,3.5714285714285747,0.0,0.0,0.46318278728970574,-0.44872640886894544,0.0
s0-spatial-control,p_r0.05_seed213,3.5,0.4,0.1,0.3,4.7,105.0,15.9,11.8,2.4,20.6,0.2,7.3,5.5,94,88,221312.0,0.0,5948.0,0.55,0.05,213.0,,,,,0.0,0.0,0.0,-25.000000000000007,-16.071428571428566,-1.1299435028248614,-26.728110599078335,-8.527131782945734,-67.12328767123287,-37.00305810397554,0.0,-10.975609756097555,-1.7857142857142794,0.0,0.0,3.0230241413661796,-21.499274119044475,0.0
s0-spatial-control,p_r0.05_seed220,3.6,1.4,1.1,0.4,23.9,159.7,32.9,19.6,10.9,12.1,0.2,9.4,5.7,94,88,202224.0,0.0,8829.0,0.55,0.05,220.0,,,,,2.85714285714286,249.99999999999994,1000.0,0.0,326.7857142857142,50.376647834274934,51.61290322580645,51.93798449612403,49.31506849315069,-62.99694189602446,0.0,14.634146341463428,1.7857142857142954,0.0,0.0,-5.862637209172416,16.523690114821168,0.0
s0-spatial-control,p_r0.05_seed227,4.1,2.0,2.5,0.3,19.9,232.1,53.9,22.4,13.2,3.2,0.3,11.5,8.8,94,88,199068.0,0.0,9589.0,0.55,0.05,227.0,,,,,17.14285714285713,400.0,2399.9999999999995,-25.000000000000007,255.35714285714283,118.54990583804141,148.38709677419357,73.64341085271316,80.82191780821917,-90.21406727828747,49.999999999999986,40.2439024390244,57.14285714285716,0.0,0.0,-7.331787839007904,26.554045136597598,0.0
s0-spatial-control,p_r0.05_seed234,3.4,0.4,0.4,0.3,17.4,143.0,34.4,17.5,10.0,17.8,0.2,9.1,6.2,94,88,209506.0,0.0,8173.0,0.55,0.05,234.0,,,,,-2.85714285714286,0.0,300.00000000000006,-25.000000000000007,210.71428571428572,34.65160075329566,58.525345622119815,35.65891472868217,36.986301369863014,-45.56574923547401,0.0,10.975609756097567,10.714285714285724,0.0,0.0,-2.4727909206863483,7.865909990761515,0.0
s0-spatial-control,p_r0.05_seed241,3.5,0.4,0.1,0.3,0.1,120.4,26.2,24.3,7.2,23.5,0.2,9.1,5.8,94,88,221831.0,0.0,6611.0,0.55,0.05,241.0,,,,,0.0,0.0,0.0,-25.000000000000007,-98.21428571428572,13.370998116760832,20.737327188940093,88.37209302325581,-1.3698630136986254,-28.134556574923554,0.0,10.975609756097567,3.5714285714285747,0.0,0.0,3.264624007299202,-12.749109146100041,0.0
s0-spatial-control,p_r0.05_seed248,3.3,0.4,0.1,0.2,1.9,86.3,13.2,11.6,2.1,16.4,0.2,7.2,5.3,94,88,230659.0,0.0,4995.0,0.55,0.05,248.0,,,,,-5.71428571428572,0.0,0.0,-50.0,-66.07142857142857,-18.73822975517891,-39.1705069124424,-10.077519379844967,-71.23287671232876,-49.84709480122325,0.0,-12.195121951219502,-5.357142857142854,0.0,0.0,7.374149279855506,-34.07681140292992,0.0
s0-spatial-control,p_r0.05_seed255,3.5,0.4,0.1,0.3,2.1,85.2,18.5,15.3,4.1,22.9,0.2,7.6,5.7,94,88,220379.0,0.0,6239.0,0.55,0.05,255.0,,,,,0.0,0.0,0.0,-25.000000000000007,-62.5,-19.774011299435028,-14.74654377880184,18.6046511627907,-43.83561643835617,-29.96941896024466,0.0,-7.317073170731704,1.7857142857142954,0.0,0.0,2.588702995093521,-17.6587039725485,0.0
s0-spatial-control,p_r0.05_seed262,3.4,0.4,0.1,0.3,0.1,83.5,22.7,25.2,5.7,12.5,0.2,8.5,5.9,94,88,229972.0,0.0,5271.0,0.55,0.05,262.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-21.374764595103578,4.6082949308755765,95.34883720930232,-21.917808219178077,-61.773700305810394,0.0,3.6585365853658622,5.35714285714287,0.0,0.0,7.054343676973065,-30.434208789758483,0.0
s0-spatial-control,p_r0.1_seed101,4.1,1.9,0.6,0.3,20.8,190.4,42.8,20.8,11.4,2.7,0.2,9.9,6.7,94,88,199893.0,0.0,8870.0,0.55,0.1,101.0,,,,,17.14285714285713,375.0,500.0,-25.000000000000007,271.4285714285715,79.28436911487759,97.23502304147465,61.240310077519375,56.16438356164385,-91.74311926605505,0.0,20.731707317073187,19.642857142857153,0.0,0.0,-6.947741809345585,17.064801372574898,0.0
s0-spatial-control,p_r0.1_seed108,3.4,0.4,0.1,0.3,0.5,74.8,13.5,10.9,1.7,14.1,0.2,7.0,5.3,94,88,232657.0,0.0,4273.0,0.55,0.1,108.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-91.07142857142857,-29.566854990583806,-37.78801843317972,-15.503875968992247,-76.71232876712328,-56.88073394495413,0.0,-14.634146341463408,-5.357142857142854,0.0,0.0,8.304238937146794,-43.60564867361752,0.0
s0-spatial-control,p_r0.1_seed115,3.4,0.4,0.1,0.3,2.3,100.1,18.5,36.0,6.0,16.9,0.2,9.0,5.3,94,88,221648.0,0.0,6123.0,0.55,0.1,115.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-58.92857142857143,-5.74387947269304,-14.74654377880184,179.06976744186048,-17.80821917808219,-48.31804281345566,0.0,9.75609756097562,-5.357142857142854,0.0,0.0,3.179435615265015,-19.189652896924905,0.0
s0-spatial-control,p_r0.1_seed122,3.5,0.4,0.1,0.3,0.1,58.5,8.1,7.9,1.6,11.2,0.2,6.8,5.2,94,88,236386.0,0.0,3746.0,0.55,0.1,122.0,,,,,0.0,0.0,0.0,-25.000000000000007,-98.21428571428572,-44.91525423728814,-62.67281105990783,-38.75968992248062,-78.0821917808219,-65.74923547400611,0.0,-17.073170731707314,-7.142857142857134,0.0,0.0,10.040126991220474,-50.560908011086184,0.0
s0-spatial-control,p_r0.1_seed129,3.4,0.4,0.1,0.4,0.2,88.7,14.5,7.0,1.6,25.6,0.2,6.8,5.5,94,88,222619.0,0.0,5833.0,0.55,0.1,129.0,,,,,-2.85714285714286,0.0,0.0,0.0,-96.42857142857143,-16.47834274952919,-33.17972350230414,-45.736434108527135,-78.0821917808219,-21.712538226299696,0.0,-17.073170731707314,-1.7857142857142794,0.0,0.0,3.63144615441909,-23.01702520786591,0.0
s0-spatial-control,p_r0.1_seed136,3.5,0.4,0.1,0.3,4.3,91.0,16.8,17.1,3.4,7.5,0.2,7.5,5.8,94,88,225163.0,0.0,4984.0,0.55,0.1,136.0,,,,,0.0,0.0,0.0,-25.000000000000007,-23.21428571428571,-14.312617702448213,-22.580645161290317,32.55813953488373,-53.42465753424658,-77.06422018348624,0.0,-8.53658536585365,3.5714285714285747,0.0,0.0,4.815704456795985,-34.22198759403458,0.0
s0-spatial-control,p_r0.1_seed143,3.3,0.4,0.1,0.3,0.1,105.0,20.9,19.3,6.1,19.7,0.2,8.4,5.2,94,88,219984.0,0.0,6525.0,0.55,0.1,143.0,,,,,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-1.1299435028248614,-3.6866359447004644,49.6124031007752,-16.438356164383563,-39.755351681957194,0.0,2.4390243902439157,-7.142857142857134,0.0,0.0,2.404826411194593,-13.884123003827373,0.0
s0-spatial-control,p_r0.1_seed150,3.4,0.4,0.1,0.3,0.2,102.7,21.8,15.8,7.1,23.8,0.2,8.1,5.3,94,88,219857.0,0.0,6387.0,0.55,0.1,150.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-96.42857142857143,-3.295668549905838,0.4608294930875642,22.48062015503876,-2.739726027397263,-27.217125382263003,0.0,-1.219512195121947,-5.357142857142854,0.0,0.0,2.3457065981435448,-15.705424310413093,0.0
s0-spatial-control,p_r0.1_seed157,3.4,0.4,0.2,0.3,18.2,127.5,24.2,16.5,7.1,2.4,0.2,8.2,5.7,94,88,211357.0,0.0,6822.0,0.55,0.1,157.0,,,,,-2.85714285714286,0.0,100.0,-25.000000000000007,225.0,20.05649717514124,11.52073732718894,27.90697674418604,-2.739726027397263,-92.66055045871559,0.0,0.0,1.7857142857142954,0.0,0.0,-1.6111312832258005,-9.964365844001584,0.0
s0-spatial-control,p_r0.1_seed164,3.4,0.4,0.1,0.3,0.1,114.1,20.6,45.9,6.9,19.8,0.2,10.2,5.8,94,88,221906.0,0.0,6094.0,0.55,0.1,164.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,7.438794726930312,-5.069124423963125,255.8139534883721,-5.479452054794513,-39.44954128440367,0.0,24.39024390243903,3.5714285714285747,0.0,0.0,3.2995372827230494,-19.572390128019006,0.0
s0-spatial-control,p_r0.1_seed171,3.5,0.4,0.1,0.3,1.9,82.6,12.1,8.0,1.5,20.1,0.2,7.0,5.2,94,88,225833.0,0.0,5127.0,0.55,0.1,171.0,,,,,0.0,0.0,0.0,-25.000000000000007,-66.07142857142857,-22.22222222222223,-44.23963133640553,-37.98449612403101,-79.45205479452055,-38.53211009174312,0.0,-14.634146341463408,-7.142857142857134,0.0,0.0,5.127596383915687,-32.33469710967402,0.0
s0-spatial-control,p_r0.1_seed178,3.4,0.5,0.7,0.4,19.6,140.3,24.9,13.8,6.8,12.3,0.2,8.4,5.7,94,88,208733.0,0.0,7432.0,0.55,0.1,178.0,,,,,-2.85714285714286,24.999999999999993,599.9999999999999,0.0,250.00000000000006,32.109227871939744,14.74654377880184,6.976744186046514,-6.8493150684931505,-62.38532110091744,0.0,2.4390243902439157,1.7857142857142954,0.0,0.0,-2.8326304127214668,-1.913686155470503,0.0
s0-spatial-control,p_r0.1_seed185,3.4,0.4,0.1,0.3,0.1,90.8,25.3,18.5,3.5,10.2,0.2,7.9,6.2,94,88,229980.0,0.0,4889.0,0.55,0.1,185.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-14.500941619585692,16.58986175115208,43.410852713178286,-52.054794520547944,-68.80733944954129,0.0,-3.658536585365841,10.714285714285724,0.0,0.0,7.058067759684943,-35.47578197175663,0.0
s0-spatial-control,p_r0.1_seed192,3.4,0.4,0.1,0.3,0.1,91.4,19.7,13.8,2.9,18.6,0.2,7.6,5.3,94,88,224859.0,0.0,5803.0,0.55,0.1,192.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-13.935969868173256,-9.216589861751153,6.976744186046514,-60.27397260273973,-43.11926605504588,0.0,-7.317073170731704,-5.357142857142854,0.0,0.0,4.674189313744658,-23.41296027451498,0.0
s0-spatial-control,p_r0.1_seed199,3.4,0.4,0.1,0.3,1.7,100.9,16.7,30.4,4.1,17.8,0.2,8.4,5.4,94,88,224882.0,0.0,5313.0,0.55,0.1,199.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-69.64285714285714,-4.990583804143124,-23.04147465437788,135.65891472868216,-43.83561643835617,-45.56574923547401,0.0,2.4390243902439157,-3.5714285714285587,0.0,0.0,4.684896051541305,-29.87989969644978,0.0
s0-spatial-control,p_r0.1_seed206,3.5,0.4,0.1,0.3,6.6,95.5,16.9,12.8,2.9,21.0,0.2,7.5,5.2,94,88,220988.0,0.0,5665.0,0.55,0.1,206.0,,,,,0.0,0.0,0.0,-25.000000000000007,17.857142857142858,-10.075329566854993,-22.11981566820277,-0.7751937984496096,-60.27397260273973,-35.779816513761475,0.0,-8.53658536585365,-7.142857142857134,0.0,0.0,2.87219879153516,-25.234261581100697,0.0
s0-spatial-control,p_r0.1_seed213,3.5,0.4,0.1,0.3,0.1,72.7,20.4,8.7,1.6,12.8,0.2,7.1,5.9,94,88,231409.0,0.0,4434.0,0.55,0.1,213.0,,,,,0.0,0.0,0.0,-25.000000000000007,-98.21428571428572,-31.544256120527308,-5.990783410138252,-32.55813953488373,-78.0821917808219,-60.85626911314985,0.0,-13.414634146341461,5.35714285714287,0.0,0.0,7.723282034093977,-41.48079714926752,0.0
s0-spatial-control,p_r0.1_seed220,3.3,0.4,0.1,0.3,0.3,80.7,11.0,25.6,2.4,10.5,0.2,8.2,5.3,94,88,233830.0,0.0,4570.0,0.55,0.1,220.0,,,,,-5.71428571428572,0.0,0.0,-25.000000000000007,-94.64285714285715,-24.011299435028246,-49.30875576036866,98.44961240310079,-67.12328767123287,-67.88990825688074,0.0,0.0,-5.357142857142854,0.0,0.0,8.850282564775764,-39.68589151379174,0.0
s0-spatial-control,p_r0.1_seed227,3.3,0.4,0.1,0.3,8.3,95.3,15.4,10.4,2.4,2.8,0.2,7.1,5.6,94,88,225239.0,0.0,4952.0,0.55,0.1,227.0,,,,,-5.71428571428572,0.0,0.0,-25.000000000000007,48.21428571428574,-10.26365348399247,-29.032258064516125,-19.37984496124031,-67.12328767123287,-91.43730886850153,0.0,-13.414634146341461,0.0,0.0,0.0,4.8510832425588175,-34.644318331793585,0.0
s0-spatial-control,p_r0.1_seed234,3.5,0.4,0.1,0.2,0.1,110.7,20.9,21.4,7.1,23.2,0.2,8.8,5.7,94,88,218559.0,0.0,6623.0,0.55,0.1,234.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,4.23728813559322,-3.6866359447004644,65.89147286821704,-2.739726027397263,-29.05198776758411,0.0,7.3170731707317245,1.7857142857142954,0.0,0.0,1.7414741781414964,-12.59073511944041,0.0
s0-spatial-control,p_r0.1_seed241,3.5,0.4,0.1,0.3,4.0,86.3,15.5,9.1,2.0,8.3,0.2,7.1,5.7,94,88,226399.0,0.0,4942.0,0.55,0.1,241.0,,,,,0.0,0.0,0.0,-25.000000000000007,-28.571428571428566,-18.73822975517891,-28.57142857142857,-29.457364341085274,-72.6027397260274,-74.61773700305811,0.0,-13.414634146341461,1.7857142857142954,0.0,0.0,5.391075235780987,-34.776296687343276,0.0
s0-spatial-control,p_r0.1_seed248,3.4,0.4,0.1,0.3,7.0,84.5,15.8,10.0,2.0,2.8,0.2,7.1,5.6,94,88,226628.0,0.0,4768.0,0.55,0.1,248.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,25.000000000000007,-20.433145009416197,-27.188940092165893,-22.48062015503876,-72.6027397260274,-91.43730886850153,0.0,-13.414634146341461,0.0,0.0,0.0,5.497677103408467,-37.07272007390788,0.0
s0-spatial-control,p_r0.1_seed255,3.4,0.4,0.2,0.2,13.0,125.1,21.6,16.0,5.2,2.6,0.2,7.8,5.7,94,88,214688.0,0.0,6140.0,0.55,0.1,255.0,,,,,-2.85714285714286,0.0,100.0,-50.0,132.14285714285717,17.796610169491515,-0.4608294930875478,24.03100775193798,-28.767123287671232,-92.04892966360856,0.0,-4.8780487804877986,1.7857142857142954,0.0,0.0,-0.06051634406800175,-18.96528969249043,0.0
s0-spatial-control,p_r0.1_seed262,3.4,0.4,0.1,0.3,11.5,88.5,15.2,12.4,1.8,8.4,0.2,7.2,5.6,94,88,224478.0,0.0,4883.0,0.55,0.1,262.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,105.35714285714286,-16.666666666666668,-29.95391705069125,-3.875968992248062,-75.34246575342466,-74.3119266055046,0.0,-12.195121951219502,0.0,0.0,0.0,4.496829874591515,-35.55496898508645,0.0
s0-spatial-control,p_r0.2_seed101,3.5,0.4,0.1,0.2,0.1,79.4,14.2,25.1,2.1,13.0,0.2,8.2,5.3,94,88,229238.0,0.0,4269.0,0.55,0.2,101.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,-25.23540489642184,-34.56221198156682,94.57364341085271,-71.23287671232876,-60.24464831804281,0.0,0.0,-5.357142857142854,0.0,0.0,6.7126590881583486,-43.6584400158374,0.0
s0-spatial-control,p_r0.2_seed108,3.5,0.4,0.1,0.2,0.1,99.1,18.6,21.3,4.5,19.8,0.2,8.4,5.3,94,88,221445.0,0.0,5447.0,0.55,0.2,108.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,-6.6854990583804215,-14.285714285714276,65.11627906976744,-38.35616438356164,-39.44954128440367,0.0,2.4390243902439157,-5.357142857142854,0.0,0.0,3.084937016451135,-28.111389732083936,0.0
s0-spatial-control,p_r0.2_seed115,3.4,0.4,0.4,0.3,14.6,142.3,25.9,14.1,7.3,2.1,0.2,8.4,5.7,94,88,208050.0,0.0,6846.0,0.55,0.2,115.0,,,,,-2.85714285714286,0.0,300.00000000000006,-25.000000000000007,160.71428571428572,33.992467043314505,19.354838709677416,9.302325581395344,0.0,-93.57798165137613,0.0,2.4390243902439157,1.7857142857142954,0.0,0.0,-3.150573974247968,-9.647617790682329,0.0
s0-spatial-control,p_r0.2_seed122,3.4,0.4,0.1,0.2,0.1,52.8,7.1,6.3,1.7,12.8,0.2,6.5,5.1,94,88,235569.0,0.0,3150.0,0.55,0.2,122.0,,,,,-2.85714285714286,0.0,0.0,-50.0,-98.21428571428572,-50.282485875706215,-67.2811059907834,-51.162790697674424,-76.71232876712328,-60.85626911314985,0.0,-20.731707317073162,-8.928571428571429,0.0,0.0,9.659805044270033,-58.4268180018477,0.0
s0-spatial-control,p_r0.2_seed129,3.5,0.4,0.1,0.3,2.6,71.0,12.1,8.8,1.5,14.2,0.2,6.8,5.1,94,88,229480.0,0.0,3895.0,0.55,0.2,129.0,,,,,0.0,0.0,0.0,-25.000000000000007,-53.57142857142857,-33.14500941619586,-44.23963133640553,-31.782945736434105,-79.45205479452055,-56.574923547400616,0.0,-17.073170731707314,-8.928571428571429,0.0,0.0,6.825312590192628,-48.59443051339581,0.0
s0-spatial-control,p_r0.2_seed136,3.5,0.4,0.1,0.3,9.9,74.4,15.3,10.1,2.2,2.9,0.2,7.1,5.7,94,88,225101.0,0.0,4266.0,0.55,0.2,136.0,,,,,0.0,0.0,0.0,-25.000000000000007,76.7857142857143,-29.943502824858754,-29.49308755760368,-21.705426356589154,-69.86301369863014,-91.13149847094802,0.0,-13.414634146341461,1.7857142857142954,0.0,0.0,4.786842815778939,-43.698033522502314,0.0
s0-spatial-control,p_r0.2_seed143,3.5,0.4,0.1,0.3,8.9,91.7,20.4,14.8,4.1,3.2,0.2,7.9,5.7,94,88,217360.0,0.0,5394.0,0.55,0.2,143.0,,,,,0.0,0.0,0.0,-25.000000000000007,58.928571428571445,-13.653483992467045,-5.990783410138252,14.728682170542637,-43.83561643835617,-90.21406727828747,0.0,-3.658536585365841,1.7857142857142954,0.0,0.0,1.1833272816989264,-28.810875016497295,0.0
s0-spatial-control,p_r0.2_seed150,3.4,0.4,0.1,0.3,0.1,76.6,13.7,19.1,1.7,7.1,0.2,7.6,5.4,94,88,234289.0,0.0,3952.0,0.55,0.2,150.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-27.871939736346523,-36.86635944700461,48.062015503875976,-76.71232876712328,-78.2874617737003,0.0,-7.317073170731704,-3.5714285714285587,0.0,0.0,9.063951810369709,-47.842153886762574,0.0
